PO_ID,Supplier,Supplier_Reliability_Score,Supplier_Reliability_Bucket,Order_Date,Delivery_Date,Expected_Delivery_Date,Expected_Delivery_Days,Order_Status,Order_Status_Clean,Item_Category,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance_Flag,Defective_Rate,Delivery_Delay_Days,Delay_Label,Price_Gap,Price_Gap_Pct,Price_Anomaly_Score
PO-00013,Beta_Supplies,0.83,high,2023-03-09,2023-03-26,2023-03-18,9,Pending,pending,Electronics,5000,86.74,74.86,51,1,0.0102,8,1,11.879999999999995,0.1369610329721005,0.9073115931606608
PO-00014,Beta_Supplies,0.83,high,2022-02-02,2022-02-12,2022-02-12,10,Delivered,delivered,MRO,5000,18.3,16.88,0,1,0.0,0,0,1.4200000000000017,0.07759562841530064,0.48288296257729035
PO-00015,Delta_Logistics,0.68,low,2022-01-31,2022-02-18,2022-02-09,9,Pending,pending,Electronics,5000,54.5,48.45,22,1,0.0044,9,1,6.049999999999997,0.11100917431192656,0.7217706722411021
PO-00016,Beta_Supplies,0.83,high,2022-04-06,2022-04-21,2022-04-14,8,Delivered,delivered,Packaging,5000,15.41,15.12,0,1,0.0,7,1,0.2900000000000009,0.01881894873458799,0.06266337756201645
PO-00017,Delta_Logistics,0.68,low,2022-08-12,2022-08-31,2022-08-22,10,Delivered,delivered,MRO,1173,61.54,55.49,172,0,0.1466325660699062,9,1,6.049999999999997,0.09831004224894373,0.6309791536567012
PO-00018,Epsilon_Group,0.55,very_low,2022-08-27,2022-09-04,2022-09-08,12,Delivered,delivered,Raw Materials,921,51.48,50.61,0,1,0.0,0,0,0.8699999999999974,0.01689976689976685,0.04894232699266909
PO-00019,Gamma_Co,0.76,medium,2023-06-02,2023-06-05,2023-06-14,12,Partially Delivered,partial,Raw Materials,1737,97.53,87.37,79,1,0.04548071387449626,0,1,10.159999999999997,0.104173074951297,0.6728964783932727
PO-00020,Delta_Logistics,0.68,low,2023-09-09,2023-09-24,2023-09-21,12,Delivered,delivered,Raw Materials,180,45.74,38.89,0,0,0.0,3,1,6.850000000000001,0.14975951027547008,0.9988133732963325
PO-00021,Epsilon_Group,0.55,very_low,2022-01-28,2022-02-12,2022-02-06,9,Cancelled,cancelled,Electronics,1735,20.54,19.69,49,1,0.02824207492795389,6,1,0.8499999999999979,0.04138266796494634,0.22398104271236235
PO-00022,Delta_Logistics,0.68,low,2023-07-29,2023-08-11,2023-08-10,12,Delivered,delivered,Raw Materials,1382,24.93,23.75,0,1,0.0,1,1,1.1799999999999997,0.04733253108704371,0.26651915520267855
PO-00023,Epsilon_Group,0.55,very_low,2022-07-23,2022-08-08,2022-08-02,10,Delivered,delivered,MRO,819,80.89,77.03,29,1,0.03540903540903541,6,1,3.8599999999999994,0.04771912473729756,0.2692830783123489
PO-00024,Beta_Supplies,0.83,high,2023-10-28,2023-11-03,2023-11-04,7,Partially Delivered,partial,Office Supplies,393,72.53,66.31,42,0,0.10687022900763359,0,1,6.219999999999999,0.08575761753757065,0.5412365085838193
PO-00025,Beta_Supplies,0.83,high,2023-12-20,2024-01-01,2023-12-30,10,Delivered,delivered,MRO,1565,21.3,20.09,161,1,0.10287539936102237,2,1,1.2100000000000009,0.05680751173708924,0.3342598383855094
PO-00026,Epsilon_Group,0.55,very_low,2023-07-13,2023-07-24,2023-07-21,8,Delivered,delivered,Packaging,1487,19.15,17.24,0,1,0.0,3,1,1.9100000000000001,0.0997389033942559,0.6411946922136463
PO-00027,Alpha_Inc,0.92,very_high,2023-03-06,2023-03-26,2023-03-16,10,Delivered,delivered,MRO,855,78.2,67.16,17,1,0.019883040935672516,10,1,11.040000000000006,0.14117647058823538,0.937449556981221
PO-00028,Epsilon_Group,0.55,very_low,2022-08-14,2022-08-23,2022-08-26,12,Delivered,delivered,Raw Materials,435,17.13,15.84,8,1,0.01839080459770115,0,0,1.2899999999999991,0.07530647985989487,0.46651686191940334
PO-00029,Delta_Logistics,0.68,low,2023-04-05,2023-04-22,2023-04-15,10,Delivered,delivered,MRO,1265,90.26,79.47,187,1,0.14782608695652175,7,1,10.790000000000006,0.11954354088189681,0.7827865036538786
PO-00030,Epsilon_Group,0.55,very_low,2023-08-27,2023-09-06,2023-09-06,10,Delivered,delivered,MRO,1005,80.55,73.31,30,1,0.029850746268656716,0,0,7.239999999999995,0.08988206083178144,0.5707239151356566
PO-00031,Gamma_Co,0.76,medium,2022-10-12,2022-10-26,2022-10-21,9,Delivered,delivered,Electronics,326,18.1,15.92,0,0,0.0,5,1,2.1800000000000015,0.12044198895027632,0.7892098925983225
PO-00032,Alpha_Inc,0.92,very_high,2022-01-07,2022-01-15,2022-01-14,7,Delivered,delivered,Office Supplies,1234,17.64,15.66,26,1,0.02106969205834684,1,1,1.9800000000000004,0.1122448979591837,0.7306053883404935
PO-00033,Epsilon_Group,0.55,very_low,2022-06-13,2022-06-29,2022-06-23,10,Delivered,delivered,MRO,509,101.27,97.82,19,1,0.03732809430255403,6,1,3.450000000000003,0.03406734472203025,0.17168067266611892
PO-00034,Alpha_Inc,0.92,very_high,2023-12-16,2023-12-17,2023-12-24,8,Delivered,delivered,Packaging,1387,48.71,43.71,27,1,0.01946647440519106,0,0,5.0,0.10264832683227264,0.6619954029104483
PO-00035,Alpha_Inc,0.92,very_high,2023-03-09,2023-03-17,2023-03-19,10,Delivered,delivered,MRO,71,46.39,43.18,0,1,0.0,0,0,3.210000000000001,0.06919594740245745,0.4228300557330832
PO-00036,Epsilon_Group,0.55,very_low,2022-12-15,2022-12-23,2022-12-22,7,Delivered,delivered,Office Supplies,302,87.73,81.52,9,1,0.029801324503311258,1,1,6.210000000000008,0.07078536418556945,0.4341934751137599
PO-00037,Epsilon_Group,0.55,very_low,2022-10-12,2022-10-31,2022-10-19,7,Pending,pending,Office Supplies,797,99.54,91.37,18,1,0.02258469259723965,12,1,8.170000000000002,0.08207755676110108,0.5149261824354289
PO-00038,Beta_Supplies,0.83,high,2022-06-09,2022-06-27,2022-06-16,7,Pending,pending,Office Supplies,906,101.21,90.9,94,1,0.10375275938189846,11,1,10.309999999999988,0.10186740440667907,0.6564122549783998
PO-00039,Epsilon_Group,0.55,very_low,2022-08-09,2022-08-23,2022-08-16,7,Delivered,delivered,Office Supplies,1634,80.53,76.15,50,1,0.030599755201958383,7,1,4.3799999999999955,0.054389668446541604,0.3169736441039481
PO-00040,Epsilon_Group,0.55,very_low,2022-12-11,2022-12-18,2022-12-18,7,Delivered,delivered,Office Supplies,524,46.28,39.65,14,1,0.026717557251908396,0,0,6.630000000000003,0.14325842696629218,0.9523343522768971
PO-00041,Beta_Supplies,0.83,high,2022-04-15,2022-04-27,2022-04-24,9,Delivered,delivered,Electronics,1132,17.78,15.36,96,1,0.08480565371024736,3,1,2.4200000000000017,0.13610798650168737,0.90121279962991
PO-00042,Beta_Supplies,0.83,high,2022-04-05,2022-04-14,2022-04-12,7,Delivered,delivered,Office Supplies,560,81.14,77.87,34,0,0.060714285714285714,2,1,3.269999999999996,0.04030071481390185,0.21624569756174
PO-00043,Gamma_Co,0.76,medium,2023-01-25,2023-02-02,2023-02-03,9,Delivered,delivered,Electronics,1755,63.87,58.4,85,1,0.04843304843304843,0,0,5.469999999999999,0.08564271175825895,0.5404149980942763
PO-00044,Epsilon_Group,0.55,very_low,2022-04-10,2022-04-17,2022-04-20,10,Delivered,delivered,MRO,1549,48.9,42.42,48,1,0.030987734021949646,0,0,6.479999999999997,0.1325153374233128,0.8755274170424436
PO-00045,Delta_Logistics,0.68,low,2023-01-03,2023-01-21,2023-01-13,10,Delivered,delivered,MRO,749,97.07,94.16,123,1,0.16421895861148197,8,1,2.9099999999999966,0.029978366127536796,0.14244681839860368
PO-00046,Alpha_Inc,0.92,very_high,2022-12-19,2022-12-28,2022-12-28,9,Delivered,delivered,Electronics,1025,21.11,19.25,15,1,0.014634146341463415,0,0,1.8599999999999994,0.08810990052108003,0.558053984231277
PO-00047,Beta_Supplies,0.83,high,2023-09-11,2023-09-18,2023-09-23,12,Delivered,delivered,Raw Materials,1856,59.77,50.81,191,1,0.10290948275862069,0,0,8.96,0.14990798059227037,0.9998748509989148
PO-00048,Epsilon_Group,0.55,very_low,2022-09-28,2022-10-14,2022-10-05,7,Delivered,delivered,Office Supplies,239,11.46,11.28,4,1,0.016736401673640166,9,1,0.1800000000000015,0.01570680628272264,0.040413342059238334
PO-00049,Delta_Logistics,0.68,low,2022-02-14,2022-03-05,2022-02-21,7,Pending,pending,Office Supplies,1007,52.44,46.06,167,1,0.16583912611717974,12,1,6.3799999999999955,0.12166285278413416,0.7979383695454858
PO-00050,Alpha_Inc,0.92,very_high,2023-04-16,2023-04-26,2023-04-26,10,Pending,pending,MRO,736,16.2,15.33,18,1,0.024456521739130436,0,1,0.8699999999999992,0.053703703703703656,0.31206938919985455
PO-00051,Epsilon_Group,0.55,very_low,2023-07-04,2023-07-14,2023-07-13,9,Delivered,delivered,Electronics,1007,22.56,19.59,0,1,0.0,1,1,2.969999999999999,0.13164893617021273,0.8693331444667863
PO-00052,Delta_Logistics,0.68,low,2022-05-08,2022-05-15,2022-05-15,7,Delivered,delivered,Office Supplies,612,20.99,19.75,102,1,0.16666666666666666,0,0,1.2399999999999984,0.05907575035731294,0.350476444986695
PO-00053,Alpha_Inc,0.92,very_high,2023-01-23,2023-02-02,2023-02-02,10,Pending,pending,MRO,1949,72.53,63.26,48,0,0.024628014366341714,0,1,9.270000000000003,0.1278091824072798,0.8418811049574842
PO-00054,Delta_Logistics,0.68,low,2022-03-22,2022-03-28,2022-03-29,7,Cancelled,cancelled,Office Supplies,1640,77.92,76.41,262,0,0.1597560975609756,0,1,1.5100000000000051,0.01937885010266947,0.066666351561616
PO-00055,Beta_Supplies,0.83,high,2023-07-20,2023-08-07,2023-07-29,9,Delivered,delivered,Electronics,1317,68.13,60.52,136,1,0.10326499620349279,9,1,7.609999999999992,0.11169822398356073,0.7266969826186521
PO-00056,Epsilon_Group,0.55,very_low,2022-10-28,2022-10-30,2022-11-09,12,Delivered,delivered,Raw Materials,881,100.94,95.05,30,1,0.0340522133938706,0,0,5.890000000000001,0.058351495938181105,0.34529844083426026
PO-00057,Delta_Logistics,0.68,low,2023-10-06,2023-10-14,2023-10-14,8,Delivered,delivered,Packaging,1578,48.33,42.77,206,1,0.13054499366286437,0,0,5.559999999999995,0.11504241671839427,0.7506060446969577
PO-00058,Delta_Logistics,0.68,low,2023-09-26,2023-10-01,2023-10-06,10,Delivered,delivered,MRO,1204,39.29,35.44,0,1,0.0,0,0,3.8500000000000014,0.09798931025706291,0.6286861036705261
PO-00059,Epsilon_Group,0.55,very_low,2023-01-06,2023-01-22,2023-01-16,10,Pending,pending,MRO,1558,93.46,91.27,39,1,0.02503209242618742,6,1,2.1899999999999977,0.0234324844853413,0.09564751496423284
PO-00060,Alpha_Inc,0.92,very_high,2023-08-15,2023-08-16,2023-08-23,8,Delivered,delivered,Packaging,1892,32.99,28.81,35,1,0.01849894291754757,0,0,4.180000000000003,0.12670506214004254,0.8339872776262061
PO-00061,Epsilon_Group,0.55,very_low,2022-07-16,2022-08-01,2022-07-24,8,Delivered,delivered,Packaging,696,99.59,90.18,25,1,0.035919540229885055,8,1,9.409999999999997,0.09448739833316594,0.6036494397518781
PO-00062,Delta_Logistics,0.68,low,2023-12-23,2024-01-03,2024-01-02,10,Partially Delivered,partial,MRO,70,12.37,11.04,10,1,0.14285714285714285,1,1,1.33,0.10751818916734035,0.6968121285342876
PO-00063,Gamma_Co,0.76,medium,2022-03-13,2022-03-15,2022-03-25,12,Delivered,delivered,Raw Materials,890,98.26,93.14,49,1,0.0550561797752809,0,0,5.1200000000000045,0.052106655811113414,0.3006514117584712
PO-00064,Alpha_Inc,0.92,very_high,2022-02-16,2022-03-04,2022-02-26,10,Delivered,delivered,MRO,216,13.95,12.31,5,1,0.023148148148148147,6,1,1.6399999999999988,0.11756272401433683,0.7686247979127758
PO-00065,Delta_Logistics,0.68,low,2023-11-09,2023-11-12,2023-11-17,8,Delivered,delivered,Packaging,1347,100.13,94.3,200,1,0.14847809948032664,0,0,5.829999999999998,0.05822430839908118,0.34438912279877376
PO-00066,Gamma_Co,0.76,medium,2022-08-22,2022-08-25,2022-08-29,7,Partially Delivered,partial,Office Supplies,437,59.51,56.45,25,0,0.057208237986270026,0,1,3.059999999999995,0.0514199294236262,0.29574171153150164
PO-00067,Alpha_Inc,0.92,very_high,2022-10-24,2022-10-26,2022-11-02,9,Delivered,delivered,Electronics,650,103.84,88.28,12,1,0.018461538461538463,0,0,15.560000000000002,0.14984591679506937,0.9994311304069053
PO-00068,Beta_Supplies,0.83,high,2022-03-23,2022-04-11,2022-03-30,7,Delivered,delivered,Office Supplies,365,16.81,15.41,38,1,0.10410958904109589,12,1,1.3999999999999986,0.08328375966686488,0.52354984214635
PO-00069,Epsilon_Group,0.55,very_low,2022-08-27,2022-09-08,2022-09-08,12,Cancelled,cancelled,Raw Materials,63,61.94,53.8,0,1,0.0,0,1,8.14,0.13141750080723283,0.8676785142168713
PO-00070,Alpha_Inc,0.92,very_high,2022-04-14,2022-04-22,2022-04-24,10,Delivered,delivered,MRO,291,98.7,87.02,9,1,0.030927835051546393,0,0,11.680000000000007,0.11833839918946308,0.7741704310102705
PO-00071,Alpha_Inc,0.92,very_high,2023-01-25,2023-02-08,2023-02-04,10,Cancelled,cancelled,MRO,826,60.5,57.18,18,1,0.021791767554479417,4,1,3.3200000000000003,0.05487603305785124,0.3204508724237662
PO-00072,Delta_Logistics,0.68,low,2022-10-12,2022-11-01,2022-10-21,9,Pending,pending,Electronics,1419,69.64,59.28,194,1,0.13671599718111346,11,1,10.36,0.14876507754164273,0.9917037489860695
PO-00073,Gamma_Co,0.76,medium,2023-04-10,2023-04-27,2023-04-17,7,Delivered,delivered,Office Supplies,614,78.06,73.95,40,1,0.06514657980456026,10,1,4.109999999999999,0.05265180630284396,0.3045489254433257
PO-00074,Alpha_Inc,0.92,very_high,2023-10-13,2023-10-28,2023-10-22,9,Delivered,delivered,Electronics,947,56.25,54.25,19,1,0.02006335797254488,6,1,2.0,0.035555555555555556,0.18232052749079447
PO-00075,Epsilon_Group,0.55,very_low,2023-01-09,2023-01-28,2023-01-21,12,Delivered,delivered,Raw Materials,1413,70.47,69.65,0,1,0.0,7,1,0.8199999999999932,0.011636157230026865,0.011310533514101129
PO-00076,Alpha_Inc,0.92,very_high,2022-06-16,2022-06-23,2022-06-23,7,Partially Delivered,partial,Office Supplies,141,64.15,58.32,0,1,0.0,0,1,5.830000000000005,0.09088074824629781,0.5778639579752279
PO-00077,Alpha_Inc,0.92,very_high,2023-01-15,2023-02-04,2023-01-22,7,Delivered,delivered,Office Supplies,1440,96.57,83.87,36,1,0.025,13,1,12.699999999999989,0.13151082116599347,0.868345701316328
PO-00078,Delta_Logistics,0.68,low,2022-12-30,2023-01-03,2023-01-11,12,Delivered,delivered,Raw Materials,1005,14.87,12.79,0,0,0.0,0,0,2.08,0.1398789509078682,0.9281730346496616
PO-00079,Alpha_Inc,0.92,very_high,2022-08-03,2022-08-13,2022-08-13,10,Delivered,delivered,MRO,1528,36.52,33.0,31,0,0.020287958115183247,0,0,3.520000000000003,0.09638554216867477,0.6172200806793643
PO-00080,Gamma_Co,0.76,medium,2023-11-18,2023-11-25,2023-11-28,10,Delivered,delivered,MRO,1501,106.05,100.99,77,0,0.051299133910726186,0,0,5.060000000000002,0.047713342762847735,0.2692417405076775
PO-00081,Delta_Logistics,0.68,low,2022-10-01,2022-10-04,2022-10-09,8,Delivered,delivered,Packaging,558,94.18,81.4,0,0,0.0,0,0,12.780000000000001,0.1356976003397749,0.8982787736932346
PO-00082,Beta_Supplies,0.83,high,2023-12-20,2023-12-26,2023-12-30,10,Delivered,delivered,MRO,825,56.88,50.84,0,1,0.0,0,0,6.039999999999999,0.1061884669479606,0.6873053764984678
PO-00083,Beta_Supplies,0.83,high,2023-12-01,2023-12-07,2023-12-10,9,Cancelled,cancelled,Electronics,84,73.38,71.42,9,1,0.10714285714285714,0,1,1.9599999999999937,0.02671027527936759,0.11908184120918062
PO-00084,Delta_Logistics,0.68,low,2023-10-26,2023-11-10,2023-11-07,12,Delivered,delivered,Raw Materials,255,38.64,33.59,27,0,0.10588235294117647,3,1,5.049999999999997,0.13069358178053822,0.8625029079282076
PO-00085,Gamma_Co,0.76,medium,2022-03-15,2022-03-31,2022-03-25,10,Delivered,delivered,MRO,1154,27.2,26.07,58,1,0.05025996533795494,6,1,1.129999999999999,0.04154411764705879,0.22513531544070775
PO-00086,Delta_Logistics,0.68,low,2023-09-16,2023-09-24,2023-09-23,7,Delivered,delivered,Office Supplies,1635,56.91,54.37,262,0,0.1602446483180428,1,1,2.539999999999999,0.04463187489017746,0.247211010671873
PO-00087,Delta_Logistics,0.68,low,2023-10-13,2023-10-23,2023-10-25,12,Delivered,delivered,Raw Materials,1945,46.19,40.12,278,0,0.1429305912596401,0,0,6.07,0.13141372591470016,0.8676515258979977
PO-00088,Delta_Logistics,0.68,low,2022-06-25,2022-07-10,2022-07-05,10,Partially Delivered,partial,MRO,1461,64.09,63.39,228,0,0.15605749486652978,5,1,0.7000000000000028,0.010922140739585003,0.0062057246862217315
PO-00089,Delta_Logistics,0.68,low,2023-07-01,2023-07-09,2023-07-10,9,Delivered,delivered,Electronics,1075,18.53,16.12,147,1,0.13674418604651162,0,0,2.41,0.1300593631948192,0.8579686084007834
PO-00090,Alpha_Inc,0.92,very_high,2022-09-08,2022-09-16,2022-09-16,8,Delivered,delivered,Packaging,1071,101.6,93.91,25,1,0.02334267040149393,0,0,7.689999999999998,0.07568897637795274,0.469251492881227
PO-00091,Epsilon_Group,0.55,very_low,2022-06-17,2022-07-06,2022-06-25,8,Pending,pending,Packaging,1463,101.23,86.17,43,1,0.02939166097060834,11,1,15.060000000000002,0.14877012743257928,0.9917398528130509
PO-00092,Beta_Supplies,0.83,high,2023-04-19,2023-04-26,2023-05-01,12,Delivered,delivered,Raw Materials,615,78.3,73.68,69,1,0.11219512195121951,0,0,4.61999999999999,0.0590038314176244,0.3499622657721693
PO-00093,Gamma_Co,0.76,medium,2023-01-24,2023-02-11,2023-02-02,9,Delivered,delivered,Electronics,1179,61.74,56.28,0,1,0.0,9,1,5.460000000000001,0.08843537414965988,0.5603809342032421
PO-00094,Alpha_Inc,0.92,very_high,2022-10-04,2022-10-09,2022-10-13,9,Partially Delivered,partial,Electronics,1845,39.56,37.63,45,1,0.024390243902439025,0,1,1.9299999999999997,0.04878665318503538,0.27691529509861956
PO-00095,Beta_Supplies,0.83,high,2023-10-18,2023-10-27,2023-10-27,9,Cancelled,cancelled,Electronics,1895,91.98,86.27,170,1,0.08970976253298153,0,1,5.710000000000008,0.06207871276364436,0.371945905716018
PO-00096,Epsilon_Group,0.55,very_low,2023-12-06,2023-12-09,2023-12-16,10,Partially Delivered,partial,MRO,1550,79.86,69.57,32,0,0.02064516129032258,0,1,10.290000000000006,0.12885048835462065,0.849325845889475
PO-00097,Delta_Logistics,0.68,low,2023-07-25,2023-08-04,2023-08-02,8,Delivered,delivered,Packaging,752,26.85,24.37,0,0,0.0,2,1,2.4800000000000004,0.09236499068901305,0.5884754410792067
PO-00098,Epsilon_Group,0.55,very_low,2022-08-13,2022-09-01,2022-08-22,9,Delivered,delivered,Electronics,451,95.2,90.07,21,1,0.04656319290465632,10,1,5.13000000000001,0.05388655462184884,0.3133766685045044
PO-00099,Beta_Supplies,0.83,high,2023-12-03,2023-12-10,2023-12-10,7,Delivered,delivered,Office Supplies,779,93.69,90.92,66,1,0.08472400513478819,0,0,2.769999999999996,0.0295655886433984,0.13949569587806426
PO-00100,Beta_Supplies,0.83,high,2022-11-29,2022-12-14,2022-12-09,10,Pending,pending,MRO,1629,100.26,86.44,187,0,0.11479435236341314,5,1,13.820000000000007,0.1378416118092959,0.9136072273398899
PO-00101,Alpha_Inc,0.92,very_high,2022-02-27,2022-02-22,2022-03-06,7,Delivered,delivered,Office Supplies,211,75.69,65.4,2,1,0.009478672985781991,0,0,10.289999999999992,0.13594926674593727,0.9000780443110088
PO-00102,Alpha_Inc,0.92,very_high,2022-08-23,2022-08-30,2022-08-30,7,Delivered,delivered,Office Supplies,251,67.49,64.48,2,1,0.00796812749003984,0,0,3.009999999999991,0.04459919988146379,0.24697740307993998
PO-00103,Gamma_Co,0.76,medium,2022-02-02,2022-02-18,2022-02-14,12,Delivered,delivered,Raw Materials,1045,47.88,44.65,69,1,0.0660287081339713,4,1,3.230000000000004,0.06746031746031754,0.4104212960347117
PO-00104,Delta_Logistics,0.68,low,2022-11-20,2022-12-10,2022-11-30,10,Delivered,delivered,MRO,319,98.64,89.15,57,1,0.1786833855799373,10,1,9.489999999999995,0.09620843471208429,0.6159538638342508
PO-00105,Epsilon_Group,0.55,very_low,2023-02-15,2023-03-01,2023-02-22,7,Partially Delivered,partial,Office Supplies,1936,93.66,92.24,58,1,0.029958677685950414,7,1,1.4200000000000017,0.015161221439248364,0.03651272300826775
PO-00106,Delta_Logistics,0.68,low,2022-10-02,2022-10-22,2022-10-12,10,Cancelled,cancelled,MRO,865,14.7,13.14,135,0,0.15606936416184972,10,1,1.5599999999999987,0.10612244897959175,0.6868333858480566
PO-00107,Epsilon_Group,0.55,very_low,2022-03-09,2022-03-12,2022-03-18,9,Delivered,delivered,Electronics,1344,12.5,10.87,44,1,0.03273809523809524,0,0,1.6300000000000008,0.13040000000000007,0.8604039663980642
PO-00108,Delta_Logistics,0.68,low,2022-08-05,2022-08-24,2022-08-17,12,Pending,pending,Raw Materials,505,45.42,40.37,62,1,0.12277227722772277,7,1,5.050000000000004,0.11118450022016742,0.7230241520362117
PO-00109,Beta_Supplies,0.83,high,2023-08-04,2023-08-05,2023-08-12,8,Delivered,delivered,Packaging,1535,90.83,78.28,151,0,0.098371335504886,0,0,12.549999999999997,0.13817020808103048,0.9159565024213671
PO-00110,Beta_Supplies,0.83,high,2022-11-19,2022-11-26,2022-11-26,7,Delivered,delivered,Office Supplies,1800,103.8,96.27,166,1,0.09222222222222222,0,0,7.530000000000001,0.07254335260115609,0.44676208508751947
PO-00111,Delta_Logistics,0.68,low,2022-08-06,2022-08-15,2022-08-18,12,Pending,pending,Raw Materials,1325,24.36,22.75,206,1,0.15547169811320755,0,1,1.6099999999999994,0.06609195402298848,0.40063828142912183
PO-00112,Gamma_Co,0.76,medium,2023-11-03,2023-11-09,2023-11-15,12,Delivered,delivered,Raw Materials,1066,70.45,65.88,56,0,0.0525328330206379,0,0,4.570000000000007,0.06486870120652956,0.3918927246250717
PO-00113,Beta_Supplies,0.83,high,2023-05-27,2023-06-11,2023-06-08,12,Delivered,delivered,Raw Materials,1775,47.82,45.86,180,1,0.10140845070422536,3,1,1.9600000000000009,0.04098703471350901,0.2211524916332548
PO-00114,Gamma_Co,0.76,medium,2023-02-10,2023-02-22,2023-02-22,12,Partially Delivered,partial,Raw Materials,345,103.62,98.09,25,0,0.07246376811594203,0,1,5.530000000000001,0.0533680756610693,0.30966984098512984
PO-00115,Beta_Supplies,0.83,high,2023-10-21,2023-11-09,2023-10-30,9,Delivered,delivered,Electronics,1798,94.8,91.83,0,1,0.0,10,1,2.969999999999999,0.03132911392405062,0.15210389126482746
PO-00116,Alpha_Inc,0.92,very_high,2023-04-15,2023-05-01,2023-04-25,10,Delivered,delivered,MRO,769,91.86,86.55,17,1,0.022106631989596878,6,1,5.310000000000002,0.057805355976485985,0.3413938530060524
PO-00117,Alpha_Inc,0.92,very_high,2022-05-27,2022-06-04,2022-06-04,8,Delivered,delivered,Packaging,1822,53.23,47.49,39,1,0.021405049396267837,0,0,5.739999999999995,0.10783392823595708,0.6990694819797013
PO-00118,Delta_Logistics,0.68,low,2022-09-29,2022-10-13,2022-10-07,8,Delivered,delivered,Packaging,387,49.23,45.41,61,1,0.15762273901808785,6,1,3.8200000000000003,0.07759496242128784,0.4828782011016643
PO-00119,Epsilon_Group,0.55,very_low,2022-05-23,2022-05-27,2022-06-02,10,Delivered,delivered,MRO,928,35.3,32.52,26,1,0.028017241379310345,0,0,2.779999999999994,0.07875354107648709,0.49116137470623156
PO-00120,Alpha_Inc,0.92,very_high,2022-09-10,2022-09-21,2022-09-18,8,Partially Delivered,partial,Packaging,1126,15.68,14.97,27,1,0.023978685612788632,3,1,0.7099999999999991,0.0452806122448979,0.25184911107947366
PO-00121,Beta_Supplies,0.83,high,2023-07-29,2023-08-14,2023-08-10,12,Cancelled,cancelled,Raw Materials,841,95.73,85.33,81,1,0.09631391200951249,4,1,10.400000000000006,0.10863888018385047,0.7048244272290498
